,symbol,companyName,sectorKey,industryKey
4385,NRIM,"Northrim BanCorp, Inc.",financial-services,banks-regional
4386,NRIX,"Nurix Therapeutics, Inc.",healthcare,biotechnology
4387,NRSN,NeuroSense Therapeutics Ltd.,healthcare,biotechnology
4388,NRXP,"NRx Pharmaceuticals, Inc.",healthcare,biotechnology
4389,NSIT,"Insight Enterprises, Inc.",technology,electronics-computer-distribution
4390,NSPR,"InspireMD, Inc.",healthcare,medical-devices
4391,NSSC,"Napco Security Technologies, Inc.",industrials,security-protection-services
4392,NSTS,"NSTS Bancorp, Inc.",financial-services,banks-regional
4393,NSYS,Nortech Systems Incorporated,healthcare,medical-devices
4394,NTAP,"NetApp, Inc.",technology,computer-hardware
4395,NTCL,NetClass Technology Inc,technology,software-application
4396,NTCT,"NetScout Systems, Inc.",technology,software-infrastructure
4397,NTES,"NetEase, Inc.",communication-services,electronic-gaming-multimedia
4398,NTGR,"NETGEAR, Inc.",technology,communication-equipment
4399,NTHI,"NeOnc Technologies Holdings, Inc.",healthcare,biotechnology
4400,NTIC,Northern Technologies International Corporation,basic-materials,specialty-chemicals
4401,NTLA,"Intellia Therapeutics, Inc.",healthcare,biotechnology
4402,NTNX,"Nutanix, Inc.",technology,software-infrastructure
4403,NTRA,"Natera, Inc.",healthcare,diagnostics-research
4404,NTRB,Nutriband Inc.,healthcare,biotechnology
4405,NTRP,"NextTrip, Inc.",consumer-cyclical,travel-services
4406,NTRS,Northern Trust Corporation,financial-services,asset-management
4407,NTWK,"NetSol Technologies, Inc.",technology,software-application
4408,NTWO,Newbury Street II Acquisition Corp,financial-services,shell-companies
4409,NUKK,Nukkleus Inc.,technology,software-application
4410,NUTX,Nutex Health Inc.,healthcare,medical-care-facilities
4411,NUVL,"Nuvalent, Inc.",healthcare,biotechnology
4412,NUWE,"Nuwellis, Inc.",healthcare,medical-devices
4413,NVA,Nova Minerals Limited,basic-materials,other-industrial-metals-mining
4414,NVAX,"Novavax, Inc.",healthcare,biotechnology
4415,NVCR,NovoCure Limited,healthcare,medical-devices
4416,NVCT,"Nuvectis Pharma, Inc.",healthcare,biotechnology
4417,NVDA,NVIDIA Corporation,technology,semiconductors
4418,NVEC,NVE Corporation,technology,semiconductors
4419,NVEE,"NV5 Global, Inc.",industrials,engineering-construction
4420,NVFY,"Nova LifeStyle, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4421,NVMI,Nova Ltd.,technology,semiconductor-equipment-materials
4422,NVNI,Nvni Group Limited,technology,software-application
4423,NVNO,enVVeno Medical Corporation,healthcare,medical-devices
4424,NVTS,Navitas Semiconductor Corporation,technology,semiconductors
4425,NVVE,Nuvve Holding Corp.,consumer-cyclical,specialty-retail
4426,NVX,NOVONIX Limited,industrials,electrical-equipment-parts
4427,NWBI,"Northwest Bancshares, Inc.",financial-services,banks-regional
4428,NWE,"NorthWestern Energy Group, Inc.",utilities,utilities-regulated-electric
4429,NWFL,Norwood Financial Corp.,financial-services,banks-regional
4430,NWGL,Nature Wood Group Limited,basic-materials,lumber-wood-production
4431,NWL,Newell Brands Inc.,consumer-defensive,household-personal-products
4432,NWPX,Northwest Pipe Company,basic-materials,steel
4433,NWS,News Corporation,communication-services,entertainment
4434,NWSA,News Corporation,communication-services,entertainment
4435,NWTG,"Newton Golf Company, Inc.",consumer-cyclical,leisure
4436,NWTN,NWTN Inc.,consumer-cyclical,auto-manufacturers
4437,NXGL,"NEXGEL, Inc.",healthcare,medical-instruments-supplies
4438,NXL,"Nexalin Technology, Inc.",healthcare,medical-devices
4439,NXPI,NXP Semiconductors N.V.,technology,semiconductors
4440,NXPL,NextPlat Corp,technology,software-application
4441,NXST,"Nexstar Media Group, Inc.",communication-services,broadcasting
4442,NXT,Nextracker Inc.,technology,solar
4443,NXTC,"NextCure, Inc.",healthcare,biotechnology
4444,NXTT,Next Technology Holding Inc.,technology,software-application
4445,NXXT,NextNRG Inc.,utilities,utilities-renewable
4446,NYAX,Nayax Ltd.,technology,software-infrastructure
4447,NYMT,"New York Mortgage Trust, Inc.",real-estate,reit-mortgage
4448,NYXH,Nyxoah SA,healthcare,medical-instruments-supplies
4449,OABI,"OmniAb, Inc.",healthcare,biotechnology
4450,OACC,Oaktree Acquisition Corp. III Life Sciences,financial-services,shell-companies
4451,OAKU,Oak Woods Acquisition Corporation,financial-services,shell-companies
4452,OB,Outbrain Inc.,communication-services,internet-content-information
4453,OBIO,"Orchestra BioMed Holdings, Inc.",healthcare,biotechnology
4454,OBLG,"Oblong, Inc.",technology,software-application
4455,OBT,"Orange County Bancorp, Inc.",financial-services,banks-regional
4456,OCC,Optical Cable Corporation,technology,communication-equipment
4457,OCCI,"OFS Credit Company, Inc.",financial-services,asset-management
4458,OCFC,OceanFirst Financial Corp.,financial-services,banks-regional
4459,OCG,Oriental Culture Holding LTD,consumer-cyclical,internet-retail
4460,OCGN,"Ocugen, Inc.",healthcare,biotechnology
4461,OCS,Oculis Holding AG,healthcare,biotechnology
4462,OCSL,Oaktree Specialty Lending Corporation,financial-services,asset-management
4463,OCTO,Eightco Holdings Inc.,consumer-cyclical,packaging-containers
4464,OCUL,"Ocular Therapeutix, Inc.",healthcare,biotechnology
4465,OCX,OncoCyte Corporation,healthcare,diagnostics-research
4466,ODD,Oddity Tech Ltd.,technology,software-infrastructure
4467,ODFL,"Old Dominion Freight Line, Inc.",industrials,trucking
4468,ODP,The ODP Corporation,consumer-cyclical,specialty-retail
4469,ODYS,Odysight.ai Inc.,technology,scientific-technical-instruments
4470,OESX,"Orion Energy Systems, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4471,OFIX,Orthofix Medical Inc.,healthcare,medical-devices
4472,OFLX,"Omega Flex, Inc.",industrials,specialty-industrial-machinery
4473,OFS,OFS Capital Corporation,financial-services,asset-management
4474,OGI,Organigram Global Inc.,healthcare,drug-manufacturers-specialty-generic
4475,OKTA,"Okta, Inc.",technology,software-infrastructure
4476,OKUR,"OnKure Therapeutics, Inc.",healthcare,biotechnology
4477,OKYO,OKYO Pharma Limited,healthcare,biotechnology
4478,OLB,"The OLB Group, Inc.",technology,software-infrastructure
4479,OLED,Universal Display Corporation,technology,electronic-components
4480,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",consumer-defensive,discount-stores
4481,OLMA,"Olema Pharmaceuticals, Inc.",healthcare,biotechnology
4482,OLPX,"Olaplex Holdings, Inc.",consumer-cyclical,specialty-retail
4483,OM,"Outset Medical, Inc.",healthcare,medical-devices
4484,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",industrials,airports-air-services
4485,OMCC,Old Market Capital Corporation,financial-services,credit-services
4486,OMCL,"Omnicell, Inc.",healthcare,health-information-services
4487,OMER,Omeros Corporation,healthcare,biotechnology
4488,OMEX,"Odyssey Marine Exploration, Inc.",basic-materials,other-industrial-metals-mining
4489,OMH,Ohmyhome Limited,real-estate,real-estate-services
4490,OMSE,OMS Energy Technologies Inc.,energy,oil-gas-equipment-services
4491,ON,ON Semiconductor Corporation,technology,semiconductors
4492,ONB,Old National Bancorp,financial-services,banks-regional
4493,ONC,"BeiGene, Ltd.",healthcare,biotechnology
4494,ONCO,"Onconetix, Inc.",healthcare,biotechnology
4495,ONCY,Oncolytics Biotech Inc.,healthcare,biotechnology
4496,ONDS,Ondas Holdings Inc.,technology,communication-equipment
4497,ONEG,OneConstruction Group Limited,industrials,engineering-construction
4498,ONEW,OneWater Marine Inc.,consumer-cyclical,specialty-retail
4499,ONFO,"Onfolio Holdings, Inc.",communication-services,internet-content-information
4500,ONMD,OneMedNet Corporation,healthcare,health-information-services
4501,OP,OceanPal Inc.,industrials,marine-shipping
4502,OPAL,OPAL Fuels Inc.,utilities,utilities-regulated-gas
4503,OPBK,OP Bancorp,financial-services,banks-regional
4504,OPCH,"Option Care Health, Inc.",healthcare,medical-care-facilities
4505,OPEN,Opendoor Technologies Inc.,real-estate,real-estate-services
4506,OPI,Office Properties Income Trust,real-estate,reit-office
4507,OPK,"OPKO Health, Inc.",healthcare,diagnostics-research
4508,OPOF,Old Point Financial Corporation,financial-services,banks-regional
4509,OPRA,Opera Limited,communication-services,internet-content-information
4510,OPRT,Oportun Financial Corporation,financial-services,credit-services
4511,OPRX,OptimizeRx Corporation,healthcare,health-information-services
4512,OPTN,"OptiNose, Inc.",healthcare,drug-manufacturers-specialty-generic
4513,OPTX,"Syntec Optics Holdings, Inc.",technology,electronic-components
4514,OPXS,"Optex Systems Holdings, Inc",industrials,aerospace-defense
4515,ORGN,"Origin Materials, Inc.",basic-materials,chemicals
4516,ORGO,Organogenesis Holdings Inc.,healthcare,drug-manufacturers-specialty-generic
4517,ORIC,"ORIC Pharmaceuticals, Inc.",healthcare,biotechnology
4518,ORIS,Oriental Rise Holdings Limited,consumer-defensive,packaged-foods
4519,ORKA,"Oruka Therapeutics, Inc.",healthcare,biotechnology
4520,ORKT,Orangekloud Technology Inc.,technology,software-application
4521,ORLY,"O'Reilly Automotive, Inc.",consumer-cyclical,auto-parts
4522,ORMP,Oramed Pharmaceuticals Inc.,healthcare,biotechnology
4523,ORRF,"Orrstown Financial Services, Inc.",financial-services,banks-regional
4524,OS,"OneStream, Inc.",technology,software-infrastructure
4525,OSBC,"Old Second Bancorp, Inc.",financial-services,banks-regional
4526,OSIS,"OSI Systems, Inc.",technology,electronic-components
4527,OSPN,OneSpan Inc.,technology,software-infrastructure
4528,OSRH,"OSR Holdings, Inc.",healthcare,biotechnology
4529,OSS,"One Stop Systems, Inc.",technology,computer-hardware
4530,OST,"Ostin Technology Group Co., Ltd.",technology,electronic-components
4531,OSUR,"OraSure Technologies, Inc.",healthcare,medical-instruments-supplies
4532,OSW,OneSpaWorld Holdings Limited,consumer-cyclical,leisure
4533,OTEX,Open Text Corporation,technology,software-application
4534,OTLK,"Outlook Therapeutics, Inc.",healthcare,biotechnology
4535,OTLY,Oatly Group AB,consumer-defensive,packaged-foods
4536,OTRK,"Ontrak, Inc.",healthcare,health-information-services
4537,OTTR,Otter Tail Corporation,industrials,conglomerates
4538,OUST,"Ouster, Inc.",technology,electronic-components
4539,OVBC,Ohio Valley Banc Corp.,financial-services,banks-regional
4540,OVID,Ovid Therapeutics Inc.,healthcare,biotechnology
4541,OVLY,Oak Valley Bancorp,financial-services,banks-regional
4542,OXBR,Oxbridge Re Holdings Limited,financial-services,insurance-reinsurance
4543,OXLC,Oxford Lane Capital Corp.,financial-services,asset-management
4544,OXSQ,Oxford Square Capital Corp.,financial-services,asset-management
4545,OZK,Bank OZK,financial-services,banks-regional
4546,PAA,"Plains All American Pipeline, L.P.",energy,oil-gas-midstream
4547,PACB,"Pacific Biosciences of California, Inc.",healthcare,medical-devices
4548,PAGP,"Plains GP Holdings, L.P.",energy,oil-gas-midstream
4549,PAHC,Phibro Animal Health Corporation,healthcare,drug-manufacturers-specialty-generic
4550,PAL,"Proficient Auto Logistics, Inc.",industrials,integrated-freight-logistics
4551,PALI,"Palisade Bio, Inc.",healthcare,biotechnology
4552,PAMT,Pamt Corp.,industrials,trucking
4553,PANL,"Pangaea Logistics Solutions, Ltd.",industrials,marine-shipping
4554,PANW,"Palo Alto Networks, Inc.",technology,software-infrastructure
4555,PARA,Paramount Global,communication-services,entertainment
4556,PASG,"Passage Bio, Inc.",healthcare,biotechnology
4557,PATK,"Patrick Industries, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4558,PAVM,PAVmed Inc.,healthcare,medical-devices
4559,PAVS,Paranovus Entertainment Technology Ltd.,consumer-defensive,packaged-foods
4560,PAX,Patria Investments Limited,financial-services,asset-management
4561,PAYO,Payoneer Global Inc.,technology,software-infrastructure
4562,PAYS,"Paysign, Inc.",technology,software-infrastructure
4563,PAYX,"Paychex, Inc.",technology,software-application
4564,PBBK,"PB Bankshares, Inc.",financial-services,banks-regional
4565,PBFS,"Pioneer Bancorp, Inc.",financial-services,banks-regional
4566,PBHC,"Pathfinder Bancorp, Inc.",financial-services,banks-regional
4567,PBM,Psyence Biomedical Ltd.,healthcare,biotechnology
4568,PBPB,Potbelly Corporation,consumer-cyclical,restaurants
4569,PBYI,"Puma Biotechnology, Inc.",healthcare,biotechnology
4570,PC,Premium Catering (Holdings) Limited,industrials,specialty-business-services
4571,PCAR,PACCAR Inc,industrials,farm-heavy-construction-machinery
4572,PCB,PCB Bancorp,financial-services,banks-regional
4573,PCH,PotlatchDeltic Corporation,real-estate,reit-specialty
4574,PCLA,PicoCELA Inc.,communication-services,telecom-services
4575,PCRX,"Pacira BioSciences, Inc.",healthcare,drug-manufacturers-specialty-generic
4576,PCSA,"Processa Pharmaceuticals, Inc.",healthcare,biotechnology
4577,PCSC,Perceptive Capital Solutions Corp,financial-services,shell-companies
4578,PCT,"PureCycle Technologies, Inc.",industrials,pollution-treatment-controls
4579,PCTY,Paylocity Holding Corporation,technology,software-application
4580,PCVX,"Vaxcyte, Inc.",healthcare,biotechnology
4581,PCYO,Pure Cycle Corporation,utilities,utilities-regulated-water
4582,PDD,PDD Holdings Inc.,consumer-cyclical,internet-retail
4583,PDEX,"Pro-Dex, Inc.",healthcare,medical-instruments-supplies
4584,PDFS,"PDF Solutions, Inc.",technology,software-application
4585,PDLB,"Ponce Financial Group, Inc.",financial-services,banks-regional
4586,PDSB,PDS Biotechnology Corporation,healthcare,biotechnology
4587,PDYN,Palladyne AI Corp.,technology,software-infrastructure
4588,PEBK,"Peoples Bancorp of North Carolina, Inc.",financial-services,banks-regional
4589,PEBO,Peoples Bancorp Inc.,financial-services,banks-regional
4590,PECO,"Phillips Edison & Company, Inc.",real-estate,reit-retail
4591,PEGA,Pegasystems Inc.,technology,software-application
4592,PENG,"Penguin Solutions, Inc.",technology,information-technology-services
4593,PENN,"PENN Entertainment, Inc.",consumer-cyclical,resorts-casinos
4594,PEP,"PepsiCo, Inc.",consumer-defensive,beverages-non-alcoholic
4595,PEPG,PepGen Inc.,healthcare,biotechnology
4596,PERI,Perion Network Ltd.,communication-services,internet-content-information
4597,PESI,"Perma-Fix Environmental Services, Inc.",industrials,waste-management
4598,PET,Wag! Group Co.,technology,software-application
4599,PETS,"PetMed Express, Inc.",healthcare,pharmaceutical-retailers
4600,PETZ,"TDH Holdings, Inc.",consumer-cyclical,restaurants
4601,PFAI,Pinnacle Food Group Limited,consumer-defensive,farm-products
4602,PFBC,Preferred Bank,financial-services,banks-regional
4603,PFG,"Principal Financial Group, Inc.",financial-services,asset-management
4604,PFIS,Peoples Financial Services Corp.,financial-services,banks-regional
4605,PFX,PhenixFIN Corporation,financial-services,asset-management
4606,PGC,Peapack-Gladstone Financial Corporation,financial-services,banks-regional
4607,PGEN,"Precigen, Inc.",healthcare,biotechnology
4608,PGNY,"Progyny, Inc.",healthcare,healthcare-plans
4609,PGY,Pagaya Technologies Ltd.,technology,software-infrastructure
4610,PHAR,Pharming Group N.V.,healthcare,biotechnology
4611,PHAT,"Phathom Pharmaceuticals, Inc.",healthcare,biotechnology
4612,PHH,"Park Ha Biological Technology Co., Ltd.",consumer-defensive,household-personal-products
4613,PHIO,Phio Pharmaceuticals Corp.,healthcare,biotechnology
4614,PHLT,"Performant Healthcare, Inc.",healthcare,health-information-services
4615,PHOE,Phoenix Asia Holdings Limited,industrials,engineering-construction
4616,PHUN,"Phunware, Inc.",technology,software-application
4617,PHVS,Pharvaris N.V.,healthcare,biotechnology
4618,PI,"Impinj, Inc.",technology,semiconductors
4619,PIII,P3 Health Partners Inc.,healthcare,medical-care-facilities
4620,PINC,"Premier, Inc.",healthcare,health-information-services
4621,PKBK,"Parke Bancorp, Inc.",financial-services,banks-regional
4622,PKOH,Park-Ohio Holdings Corp.,industrials,specialty-industrial-machinery
4623,PLAB,"Photronics, Inc.",technology,semiconductor-equipment-materials
4624,PLAY,"Dave & Buster's Entertainment, Inc.",communication-services,entertainment
4625,PLBC,Plumas Bancorp,financial-services,banks-regional
4626,PLBY,"PLBY Group, Inc.",consumer-cyclical,leisure
4627,PLCE,"The Children's Place, Inc.",consumer-cyclical,apparel-manufacturing
4628,PLL,Piedmont Lithium Inc.,basic-materials,other-industrial-metals-mining
4629,PLMK,Plum Acquisition Corp. IV,financial-services,shell-companies
4630,PLMR,"Palomar Holdings, Inc.",financial-services,insurance-property-casualty
4631,PLPC,Preformed Line Products Company,industrials,electrical-equipment-parts
4632,PLRX,"Pliant Therapeutics, Inc.",healthcare,biotechnology
4633,PLRZ,Polyrizon Ltd.,healthcare,biotechnology
4634,PLSE,"Pulse Biosciences, Inc.",healthcare,medical-instruments-supplies
4635,PLTK,Playtika Holding Corp.,communication-services,electronic-gaming-multimedia
4636,PLTR,Palantir Technologies Inc.,technology,software-infrastructure
4637,PLUG,Plug Power Inc.,industrials,electrical-equipment-parts
